model,step,timestamp,combined_pvalue
Ponita,2000,2025-10-04T21:07:47.521005,4.675775167952e-01
Ponita,2010,2025-10-04T21:08:02.582095,9.201040238700e-01
Ponita,2020,2025-10-04T21:07:48.509011,2.297404527375e-01
Ponita,2030,2025-10-04T21:07:18.210830,7.422861496095e-09
Ponita,2040,2025-10-04T21:07:30.749905,4.333842774890e-02
Ponita,2050,2025-10-04T21:07:22.529856,6.997383578131e-01
Ponita,2060,2025-10-04T21:07:49.900020,3.767430526299e-01
Ponita,2070,2025-10-04T21:08:05.284112,1.520830045469e-09
Ponita,2080,2025-10-04T21:07:25.825876,9.955867977770e-01
Ponita,2090,2025-10-04T21:08:02.196093,1.664436982061e-01
Ponita,2100,2025-10-04T21:08:09.219135,4.826573057262e-01
Ponita,2110,2025-10-04T21:07:16.351819,4.904596817642e-01
Ponita,2120,2025-10-04T21:07:16.825822,2.366937715457e-06
Ponita,2130,2025-10-04T21:07:42.248974,1.150627710818e-02
Ponita,2140,2025-10-04T21:07:39.297956,3.995310719233e-01
Ponita,2150,2025-10-04T21:07:51.751031,8.775570228719e-01
Ponita,2160,2025-10-04T21:07:12.929798,3.873736759620e-01
Ponita,2170,2025-10-04T21:07:29.126895,2.041057548175e-05
Ponita,2180,2025-10-04T21:07:17.979829,6.420419391891e-02
Ponita,2190,2025-10-04T21:07:07.447765,9.977513138103e-01
Ponita,2200,2025-10-04T21:08:12.346154,9.222033196706e-01
Ponita,2210,2025-10-04T21:08:15.254171,9.989231064491e-01
Ponita,2220,2025-10-04T21:07:11.479789,9.618631369518e-01
Ponita,2230,2025-10-04T21:07:59.713078,1.524162982087e-02
Ponita,2240,2025-10-04T21:07:47.289004,2.597871412760e-01
Ponita,2250,2025-10-04T21:07:48.919014,8.325509445140e-01
Ponita,2260,2025-10-04T21:07:33.440921,9.435458432832e-01
Ponita,2270,2025-10-04T21:07:16.094817,3.473275295448e-01
Ponita,2280,2025-10-04T21:07:50.583024,7.107117597257e-01
Ponita,2290,2025-10-04T21:07:06.710761,9.489126938431e-01
Ponita,2300,2025-10-04T21:07:34.691929,5.549065624356e-01
Ponita,2310,2025-10-04T21:07:08.860774,2.306672004799e-01
Ponita,2320,2025-10-04T21:08:15.479173,9.999945870888e-01
Ponita,2330,2025-10-04T21:07:42.491975,1.898326558646e-12
Ponita,2340,2025-10-04T21:07:52.451035,9.898793766632e-01
Ponita,2350,2025-10-04T21:07:13.192800,2.495394128295e-02
Ponita,2360,2025-10-04T21:07:41.276968,1.091237084114e-08
Ponita,2370,2025-10-04T21:07:31.461909,3.077318408236e-01
Ponita,2380,2025-10-04T21:07:08.169770,9.944983339073e-01
Ponita,2390,2025-10-04T21:07:24.273866,7.184258557331e-01
Ponita,2400,2025-10-04T21:07:11.934792,8.952644543429e-01
Ponita,2410,2025-10-04T21:07:19.389837,9.954273557139e-01
Ponita,2420,2025-10-04T21:07:27.244884,3.411277538294e-01
Ponita,2430,2025-10-04T21:07:25.303872,5.062895187216e-01
Ponita,2440,2025-10-04T21:07:41.024966,9.978323966875e-01
Ponita,2450,2025-10-04T21:08:08.060128,8.775128504008e-01
Ponita,2460,2025-10-04T21:07:21.340849,9.930297895112e-01
Ponita,2470,2025-10-04T21:07:38.812953,5.020824289009e-01
Ponita,2480,2025-10-04T21:07:54.389046,9.939310509761e-01
Ponita,2490,2025-10-04T21:07:09.589778,9.633547029899e-01
Ponita,2500,2025-10-04T21:08:15.974176,5.419606070091e-01
Ponita,2510,2025-10-04T21:07:31.699911,9.988655664202e-01
Ponita,2520,2025-10-04T21:07:30.287902,1.139463903501e-07
Ponita,2530,2025-10-04T21:07:10.775785,4.267179137986e-06
Ponita,2540,2025-10-04T21:07:18.937834,1.933790892321e-03
Ponita,2550,2025-10-04T21:07:42.960978,1.518689953130e-05
Ponita,2560,2025-10-04T21:07:14.885810,9.076274408624e-01
Ponita,2570,2025-10-04T21:07:32.720917,6.818912727823e-01
Ponita,2580,2025-10-04T21:07:28.440891,9.739513737593e-01
Ponita,2590,2025-10-04T21:07:43.433981,1.993586114703e-05
Ponita,2600,2025-10-04T21:07:10.066781,7.698518005332e-02
Ponita,2610,2025-10-04T21:07:46.227998,8.905719861469e-01
Ponita,2620,2025-10-04T21:07:27.484885,7.947181250179e-01
Ponita,2630,2025-10-04T21:07:22.302854,3.343911364733e-03
Ponita,2640,2025-10-04T21:07:04.187746,2.452703191160e-01
Ponita,2650,2025-10-04T21:07:34.932930,7.398094604747e-01
Ponita,2660,2025-10-04T21:07:57.868067,8.788198480189e-01
Ponita,2670,2025-10-04T21:07:09.109775,2.882220617480e-04
Ponita,2680,2025-10-04T21:07:22.782857,2.264521030219e-01
Ponita,2690,2025-10-04T21:08:05.801115,9.984420962043e-01
Ponita,2700,2025-10-04T21:08:08.748132,9.999852482964e-01
Ponita,2710,2025-10-04T21:07:36.526940,9.582886994379e-01
Ponita,2720,2025-10-04T21:08:13.110158,9.969301051382e-01
Ponita,2730,2025-10-04T21:07:47.789007,8.651907487926e-01
Ponita,2740,2025-10-04T21:07:50.809025,8.928190551114e-01
Ponita,2750,2025-10-04T21:07:52.696036,9.753884354740e-04
Ponita,2760,2025-10-04T21:07:41.987972,9.987407343644e-01
Ponita,2770,2025-10-04T21:07:59.486077,7.740526540400e-01
SEGNN,10,2025-09-30T03:44:57.562901,9.049338151240e-11
SEGNN,20,2025-09-30T04:06:54.207961,3.600456953642e-16
SEGNN,30,2025-09-30T04:28:57.634067,3.173472994682e-27
SEGNN,40,2025-09-30T04:50:59.337161,1.296789608195e-31
SEGNN,50,2025-09-30T05:12:59.958247,9.291170346638e-10
SEGNN,60,2025-09-30T05:35:00.858336,1.881841551606e-05
SEGNN,70,2025-09-30T05:56:49.106337,9.846036534356e-16
SEGNN,80,2025-09-30T06:18:44.517388,5.437767064092e-21
SEGNN,90,2025-09-30T06:40:46.200482,3.031814233493e-18
SEGNN,100,2025-09-30T07:02:42.068124,3.756097361264e-12
SEGNN,110,2025-09-30T07:24:39.271485,2.022194608887e-07
SEGNN,120,2025-09-30T07:46:37.467851,4.094773840953e-14
SEGNN,130,2025-09-30T08:08:33.583695,2.471381834024e-12
SEGNN,140,2025-09-30T08:30:33.808754,1.407747304585e-13
SEGNN,150,2025-09-30T08:52:27.955250,1.418913109960e-07
SEGNN,160,2025-09-30T09:14:16.200550,8.385155304234e-09
SEGNN,170,2025-09-30T09:35:59.338839,3.481189347755e-15
SEGNN,180,2025-09-30T09:57:30.135056,3.381264629509e-14
SEGNN,190,2025-09-30T10:18:46.070148,1.046010195921e-25
SEGNN,200,2025-09-30T10:40:10.552294,4.450802929901e-07
SEGNN,210,2025-09-30T11:01:33.715459,6.120947486132e-10
SEGNN,220,2025-09-30T11:23:03.113708,8.953517949450e-16
SEGNN,230,2025-09-30T11:44:52.361084,2.357153828956e-06
SEGNN,240,2025-09-30T12:06:47.055442,1.748124841724e-13
SEGNN,250,2025-09-30T12:28:37.199734,1.631172688339e-08
SEGNN,260,2025-09-30T12:50:24.041002,5.399501579003e-09
SEGNN,270,2025-09-30T13:12:14.595294,4.766367207964e-15
SEGNN,280,2025-09-30T13:34:15.830658,5.040776311248e-10
SEGNN,290,2025-09-30T13:56:10.347988,4.315613645993e-05
SEGNN,300,2025-09-30T14:18:02.138303,4.340497197177e-25
SEGNN,310,2025-09-30T14:40:00.118652,1.241489807077e-02
SEGNN,320,2025-09-30T15:01:43.995923,1.748299621878e-10
SEGNN,330,2025-09-30T15:23:23.730165,5.303670276292e-10
SEGNN,340,2025-09-30T15:45:22.180520,9.180331969209e-07
SEGNN,350,2025-09-30T16:07:10.999789,1.981226063703e-08
SEGNN,360,2025-09-30T16:29:01.330018,1.886757868378e-04
SEGNN,370,2025-09-30T16:50:31.210105,9.934250487667e-05
SEGNN,380,2025-09-30T17:12:06.249235,1.552531311408e-10
SEGNN,390,2025-09-30T17:33:30.875309,4.761568985034e-05
SEGNN,400,2025-09-30T17:54:59.123438,2.314590503087e-04
SEGNN,410,2025-09-30T18:16:46.754701,2.600496423898e-09
SEGNN,420,2025-09-30T18:38:32.469968,7.210373384435e-25
SEGNN,430,2025-09-30T19:00:10.678205,1.123818408623e-06
SEGNN,440,2025-09-30T19:21:59.632509,5.568593275529e-05
SEGNN,450,2025-09-30T19:43:50.475829,2.172203350632e-21
SEGNN,460,2025-09-30T20:05:44.135189,2.519612565173e-01
SEGNN,470,2025-09-30T20:27:36.441538,1.202400921422e-06
SEGNN,480,2025-09-30T20:49:24.250845,1.294570720397e-11
SEGNN,490,2025-09-30T21:11:14.500168,1.499585255529e-06
SEGNN,500,2025-09-30T21:33:04.528489,3.528933545615e-19
SEGNN,510,2025-09-30T21:54:27.158635,1.846810683878e-01
SEGNN,520,2025-09-30T22:16:07.966878,6.621354300363e-07
SEGNN,530,2025-09-30T22:37:57.738163,2.777129668669e-09
SEGNN,540,2025-09-30T22:59:53.005462,1.455821179517e-11
SEGNN,550,2025-09-30T23:21:36.335697,1.673632312169e-01
SEGNN,560,2025-09-30T23:43:18.774929,5.827800447945e-14
SEGNN,570,2025-10-01T00:05:05.205199,1.498662910718e-06
SEGNN,580,2025-10-01T00:26:47.565444,5.615823116927e-04
SEGNN,590,2025-10-01T00:48:08.847556,2.106203934592e-16
SEGNN,600,2025-10-01T01:09:34.384691,7.943761930898e-10
SEGNN,610,2025-10-01T01:30:49.229756,2.491106112608e-09
SEGNN,620,2025-10-01T01:52:43.011050,9.959342770793e-05
SEGNN,630,2025-10-01T02:14:31.058288,4.770282943387e-15
SEGNN,640,2025-10-01T02:36:14.708498,6.925248604729e-02
